phase,phase_type,train_seed,test_seed,task_id,noise_level,テスト精度 (Test Acc),平均レイテンシ (ms/バッチ),p95 レイテンシ (ms/バッチ),推論時 Memory Allocated [MB],推論時 Memory Reserved [MB],学習時間/epoch,訓練時 Memory Allocated [MB],訓練時 Memory Reserved [MB],検証精度 (Val Acc),チェックポイントパス,wandbリンク
test_only,inference,-1,42,6,0.5,0.9153571724891663,3.2765750885009766,4.207180976867676,282.8374938964844,288.0,,,,,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/z6mengjx
test_only,inference,-1,42,6,0.6,0.9132142663002014,3.1659648418426514,3.792445182800293,282.8374938964844,288.0,,,,,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/3mi8j3l0
test_only,inference,-1,42,6,0.7,0.9132142663002014,3.337007522583008,5.503856182098389,282.8374938964844,288.0,,,,,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/u8yueech
test_only,inference,-1,42,6,0.8,0.9107142686843872,3.247828245162964,4.315430641174316,282.8374938964844,288.0,,,,,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/uro5epzk
test_only,inference,-1,42,6,0.9,0.9021428823471069,3.147505760192871,4.14340877532959,282.8374938964844,288.0,,,,,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/ly19y5pm
test_only,inference,-1,42,6,0.0,0.9057142734527588,3.1073873043060303,3.749812602996826,282.8374938964844,288.0,,,,,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/fq0mgfqq
test_only,inference,-1,42,6,0.1,0.9103571176528931,3.254420757293701,4.501088619232178,282.8374938964844,288.0,,,,,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/xi8k7p8q
test_only,inference,-1,42,6,0.2,0.9100000262260437,3.200456142425537,3.8831305503845215,282.8374938964844,288.0,,,,,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/y3uz5krm
test_only,inference,-1,42,6,0.3,0.9071428775787354,3.1390790939331055,3.6335949897766113,282.8374938964844,288.0,,,,,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/6le7dg40
test_only,inference,-1,42,6,0.4,0.9064285755157471,3.115400791168213,4.016968727111816,282.8374938964844,288.0,,,,,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/3u2fdt0b
test_only,inference,-1,42,6,0.5,0.9039285778999329,3.5617828369140625,4.651766777038574,282.8374938964844,288.0,,,,,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/2756iaif
test_only,inference,-1,42,6,0.6,0.9075000286102295,3.544795513153076,7.032838821411133,282.8374938964844,288.0,,,,,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/89vqk740
test_only,inference,-1,42,6,0.7,0.9053571224212646,3.6307363510131836,7.497079849243164,282.8374938964844,288.0,,,,,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/zn24iacc
test_only,inference,-1,42,6,0.8,0.9046428799629211,3.103818655014038,3.7371606826782227,282.8374938964844,288.0,,,,,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/hedaphjs
test_only,inference,-1,42,6,0.9,0.9046428799629211,3.3653085231781006,4.3604841232299805,282.8374938964844,288.0,,,,,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/pbeqmmc7
test_only,inference,-1,42,6,1.0,0.8985714316368103,3.6997573375701904,7.445342540740967,282.8374938964844,288.0,,,,,N/A,https://wandb.ai/yuuharuharuya1120-japan/default/runs/unpe0j4k
